metrekare,Brüt_Metrekare,oda_sayisi,kat,Eşya_Durumu,binayasi,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
115,135,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,965000,gaziantep,4,Boş,Uygun,Yok,Arsa Tapulu,1
105,120,3,2.Kat,,10-May,Yerden Isıtma,2099000,gaziantep,4,Boş,Uygun,Yok,Kat Mülkiyeti,1
110,140,3.5,7.Kat,,0 (Yeni),Yerden Isıtma,1900000,gaziantep,10,Boş,,Yok,Kat Mülkiyeti,1
165,170,4,3.Kat,Boş,10-May,Kombi Doğalgaz,2400000,gaziantep,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
110,135,3,4.Kat,,15-Nov,Kombi Doğalgaz,1450000,gaziantep,4,Kiracı Oturuyor,,,,1
100,120,3,11.Kat,Boş,3,Kombi Doğalgaz,1699000,gaziantep,11,Boş,Uygun,Yok,Kat Mülkiyeti,1
100,125,3,4.Kat,Boş,0 (Yeni),Yerden Isıtma,2150000,gaziantep,7,Boş,,Yok,Kat Mülkiyeti,1
150,175,4,4.Kat,Boş,0 (Yeni),Yerden Isıtma,3380000,gaziantep,9,Boş,,Yok,Kat Mülkiyeti,2
200,430,5,,Boş,0 (Yeni),Yerden Isıtma,10000000,gaziantep,2,Boş,Uygun,Var,Kat İrtifakı,2
115,140,4,5.Kat,Boş,10-May,Kombi Doğalgaz,2600000,gaziantep,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
150,165,4,3.Kat,Boş,10-May,Kombi Doğalgaz,2100000,gaziantep,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
95,110,3,3.Kat,Boş,10-May,Kombi Doğalgaz,1560000,gaziantep,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1
112,135,3,7.Kat,Boş,4,Kombi Doğalgaz,1810000,gaziantep,10,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
90,110,3,1.Kat,Boş,2,Kombi Doğalgaz,1650000,gaziantep,10,Boş,Bilinmiyor,Yok,,1
90,110,3,2.Kat,Boş,2,Yerden Isıtma,1880000,gaziantep,10,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
75,85,3,,Boş,21 Ve Üzeri,Sobalı,700000,gaziantep,2,Kiracı Oturuyor,Uygun,Var,Müstakil Tapulu,1
2050,2080,9,,Boş,0 (Yeni),Isıtma Yok,12000000,gaziantep,2,Boş,Uygun,Var,Hisseli Tapu,2
90,105,3,4.Kat,,3,Kombi Doğalgaz,1860000,gaziantep,4,Boş,Uygun,Var,Kat Mülkiyeti,1
225,285,5,6.Kat,Boş,0 (Yeni),Yerden Isıtma,9490000,gaziantep,11,Boş,Bilinmiyor,Var,Bilinmiyor,3
110,120,3,2.Kat,,0 (Yeni),Kombi Doğalgaz,1250000,gaziantep,4,Boş,,Var,Hisseli Tapu,1
119,120,3,5.Kat,Boş,10-May,Kombi Doğalgaz,1125000,gaziantep,5,Kiracı Oturuyor,Bilinmiyor,Var,Arsa Tapulu,1
150,175,4,6.Kat,Boş,3,Kombi Doğalgaz,3249000,gaziantep,10,Boş,Uygun,Yok,Kat Mülkiyeti,2
180,195,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,3900000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
135,180,7,Bahçe Dublex,,15-Nov,Kombi Doğalgaz,2750000,gaziantep,2,Mülk Sahibi Oturuyor,,,,2
130,140,3,,,10-May,Kombi Doğalgaz,1350000,gaziantep,3,Boş,,,,1
115,125,3,,,0 (Yeni),Kombi Doğalgaz,1050000,gaziantep,5,Boş,Uygun,Yok,Arsa Tapulu,2
130,150,4,1.Kat,Boş,16-20,Kombi Doğalgaz,1799000,gaziantep,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,120,3,2.Kat,,10-May,Kombi Doğalgaz,2100000,gaziantep,5,Kiracı Oturuyor,,,,1
150,180,4,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,2499000,gaziantep,7,Boş,Uygun,Yok,Kat Mülkiyeti,2
110,130,3,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,2199000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
110,130,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1874000,gaziantep,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
130,150,3,3.Kat,,0 (Yeni),Yerden Isıtma,2200000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,2
165,175,4,1.Kat,Boş,3,Kombi Doğalgaz,1950000,gaziantep,7,Boş,Uygun,Var,Kat Mülkiyeti,2
100,120,3,7.Kat,,0 (Yeni),Yerden Isıtma,1645000,gaziantep,7,Boş,Uygun,Yok,Kat Mülkiyeti,2
200,220,4,1.Kat,Boş,10-May,Kombi Doğalgaz,4925000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,2
130,145,4,5.Kat,Boş,10-May,Kombi Doğalgaz,2499000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
60,75,3,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1300000,giresun,10,Boş,Bilinmiyor,Var,Kat İrtifakı,1
135,140,4,1.Kat,Boş,10-May,Merkezi Kömür,1750000,giresun,5,Boş,Uygun,Yok,Kat İrtifakı,1
145,150,4,4.Kat,Eşyalı,4,Merkezi Kömür,2900000,giresun,10,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,2
160,170,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3925000,giresun,10,Boş,Bilinmiyor,Yok,Müstakil Tapulu,2
240,306,7,1.Kat,Boş,10-May,Kombi Doğalgaz,7000000,giresun,4,Kiracı Oturuyor,Bilinmiyor,Yok,,2
93,110,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1875000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
105,110,3,4.Kat,,15-Nov,Sobalı,1320000,giresun,6,Boş,,,,1
190,240,5,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1225000,giresun,5,Boş,Bilinmiyor,Yok,,2
85,96,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1400000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
155,165,4,10.Kat,Boş,16-20,Kombi Doğalgaz,2650000,giresun,10,Boş,Uygun,Yok,Kat Mülkiyeti,2
220,235,8,3.Kat,Boş,10-May,Kombi Doğalgaz,2200000,giresun,3,Boş,Bilinmiyor,Yok,,3
58,80,2,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1875000,giresun,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
70,85,3,1.Kat,Boş,0 (Yeni),Yerden Isıtma,2050000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
420,450,5,,Boş,10-May,Yerden Isıtma,18499000,giresun,4,Boş,Uygun,,Kat Mülkiyeti,3
215,330,6,,Boş,10-May,Kombi Doğalgaz,6700000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
93,110,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1825000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
150,184,5,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4600000,giresun,10,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
120,132,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1950000,giresun,5,Boş,Bilinmiyor,Var,,1
70,80,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1250000,giresun,5,Boş,Bilinmiyor,Var,,1
110,125,3,7.Kat,Boş,10-May,Kombi Doğalgaz,1750000,giresun,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
80,84,3,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1500000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
150,180,4,7.Kat,,2,Kombi Doğalgaz,2850000,giresun,10,Boş,Bilinmiyor,Var,Kat İrtifakı,2
140,155,4,6.Kat,Boş,10-May,Kombi Doğalgaz,2050000,giresun,6,Boş,Bilinmiyor,Var,Kat İrtifakı,1
110,120,3,Düz Giriş (Zemin),Boş,2,Kombi Doğalgaz,1650000,giresun,5,Boş,Bilinmiyor,Var,Kat İrtifakı,1
115,125,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,1210000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
90,100,3,Düz Giriş (Zemin),Boş,15-Nov,Kombi Doğalgaz,975000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
80,90,4,3.Kat,Boş,2,Kombi Doğalgaz,1685000,giresun,5,Boş,Bilinmiyor,Yok,,2
100,110,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1750000,giresun,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2
120,125,3,1.Kat,Boş,21 Ve Üzeri,Sobalı,1220000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
45,55,2,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,750000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
125,155,4,4.Kat,Boş,4,Kombi Doğalgaz,2500000,giresun,6,Boş,Bilinmiyor,Yok,,2
150,180,4,2.Kat,Boş,21 Ve Üzeri,Sobalı,1150000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
140,150,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2500000,giresun,5,Boş,Uygun,,Kat İrtifakı,2
130,135,4,1.Kat,Boş,4,Kombi Doğalgaz,2550000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
45,65,2,Bodrum Kat,Boş,0 (Yeni),Kombi Doğalgaz,1350000,giresun,6,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
155,165,4,11.Kat,Boş,1,Kombi Doğalgaz,2550000,giresun,11,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
150,165,4,11.Kat,Boş,1,Kombi Doğalgaz,2600000,giresun,11,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
80,90,3,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2300000,giresun,9,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
145,170,4,3.Kat,Boş,10-May,Kombi Doğalgaz,2300000,giresun,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
120,138,4.5,2.Kat,Boş,16-20,Kombi Doğalgaz,1600000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
150,190,4,Düz Giriş (Zemin),Boş,3,Kombi Doğalgaz,2300000,giresun,5,Boş,Uygun,Yok,Kat Mülkiyeti,2
145,180,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3600000,giresun,9,Boş,,Yok,Kat İrtifakı,2
148,155,4,1.Kat,,4,Kombi Doğalgaz,2175000,giresun,6,Mülk Sahibi Oturuyor,,,,2
290,320,9,11.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3650000,giresun,12,Boş,Bilinmiyor,Var,Kat İrtifakı,3
47,72,2,1.Kat,Boş,10-May,Kombi Doğalgaz,1450000,giresun,7,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
104,138,4,1.Kat,Boş,10-May,Kombi Doğalgaz,2800000,giresun,7,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
45,55,2,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1450000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
120,140,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3000000,giresun,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2
41,55,2,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1300000,giresun,6,Boş,Bilinmiyor,Yok,Bilinmiyor,1
80,100,3,2.Kat,Boş,4,Kombi Doğalgaz,1425000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
260,280,12,Müstakil,Boş,21 Ve Üzeri,Sobalı,4000000,giresun,4,Kiracı Oturuyor,Uygun,Yok,Hisseli Tapu,4
71,80,3,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1600000,giresun,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
75,80,3,1.Kat,Boş,3,Kombi Doğalgaz,1380000,giresun,7,Boş,Bilinmiyor,Yok,,1
135,140,4,4.Kat,Boş,15-Nov,Kombi Doğalgaz,1750000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
50,60,2,2.Kat,Eşyalı,2,Kombi Doğalgaz,1420000,giresun,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1
35,45,2,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1075000,giresun,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1
45,55,2,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1290000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
105,120,3,4.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,1250000,giresun,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
140,165,4,3.Kat,Boş,2,Isıtma Yok,2700000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Kat İrtifakı,2
72,85,3,6.Kat,,0 (Yeni),Kombi Doğalgaz,2300000,giresun,6,Boş,,,,1
95,105,3,2.Kat,,16-20,Yerden Isıtma,2300000,giresun,5,Kiracı Oturuyor,,,Kat İrtifakı,1
100,120,4,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1265000,giresun,4,Boş,Uygun,Yok,Kat Mülkiyeti,1
290,320,9,Çatı Dubleks,,0 (Yeni),Kombi Doğalgaz,3650000,giresun,12,Boş,Uygun,Var,Kat İrtifakı,3
65,75,3,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1300000,giresun,5,Boş,Uygun,,Kat İrtifakı,1
90,100,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1750000,giresun,6,Boş,Uygun,Var,Kat İrtifakı,2
220,250,6,4.Kat,,16-20,Kombi Doğalgaz,2250000,giresun,5,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,2
100,115,3,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1650000,giresun,5,Kiracı Oturuyor,Uygun,,,1
55,68,2,Bahçe Katı,Boş,0 (Yeni),Kombi Doğalgaz,1250000,giresun,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1
80,90,3,3.Kat,Eşyalı,16-20,Kombi Doğalgaz,1850000,giresun,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
140,165,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000,giresun,5,Boş,Bilinmiyor,Var,,3
120,140,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2000000,giresun,8,Boş,Bilinmiyor,Var,Kat İrtifakı,2
140,165,4,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2600000,giresun,13,Boş,Bilinmiyor,Var,Kat İrtifakı,2
145,200,5,3.Kat,Boş,3,Kat Kaloriferi,3600000,giresun,6,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
85,95,3,4.Kat,Boş,16-20,Kombi Doğalgaz,1575000,giresun,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
190,240,6,7.Kat,Boş,2,Kombi Doğalgaz,4625000,giresun,7,Boş,Bilinmiyor,Var,Kat İrtifakı,2
95,96,3,Yüksek Giriş,,4,Kombi Doğalgaz,1550000,giresun,7,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1
150,162,4,4.Kat,Boş,15-Nov,Kombi Doğalgaz,2490000,giresun,9,Boş,Uygun,Yok,Kat İrtifakı,2
100,200,3,5.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1600000,giresun,5,Boş,,,,1
175,177,4,1.Kat,Boş,16-20,Sobalı,3200000,giresun,4,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,1
145,160,4,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,3550000,giresun,9,Boş,Uygun,Yok,Kat İrtifakı,2
145,160,4,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4450000,giresun,9,Boş,Uygun,Yok,Kat İrtifakı,2
145,160,4,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4550000,giresun,9,Boş,Uygun,Yok,Kat İrtifakı,2
150,180,5,Kot 2 (-2).Kat,Boş,3,Merkezi (Pay Ölçer),2250000,giresun,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
70,80,3,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1590000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
160,175,4,12.Kat,Boş,1,Kombi Doğalgaz,3100000,giresun,14,Boş,Bilinmiyor,Var,Kat İrtifakı,2
145,169,4,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2875000,giresun,9,Boş,Bilinmiyor,Var,,2
50,60,2,1.Kat,Boş,0 (Yeni),Yerden Isıtma,1250000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
300,350,5,,,0 (Yeni),Kat Kaloriferi,10500000,giresun,4,Boş,Uygun,Yok,Müstakil Tapulu,3
75,90,3,1.Kat,,0 (Yeni),Kombi Doğalgaz,1850000,giresun,5,Boş,Uygun,,Kat İrtifakı,1
160,180,6,3.Kat,,15-Nov,Kombi Doğalgaz,1590000,giresun,4,Boş,,Var,,2
115,130,4,9.Kat,,1,Kombi Doğalgaz,2500000,giresun,11,Kiracı Oturuyor,Uygun,,,2
135,150,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000,giresun,8,Boş,Uygun,Var,Kat İrtifakı,3
140,165,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2450000,giresun,5,Boş,Uygun,Yok,Kat Mülkiyeti,2
180,190,5,6.Kat,,2,Kombi Doğalgaz,2750000,giresun,6,Boş,,,,2
115,132,4,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1650000,giresun,7,Boş,,,,2
55,59,2,4.Kat,Eşyalı,16-20,Klimalı,1200000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
100,116,4,2.Kat,,0 (Yeni),Kombi Doğalgaz,2350000,giresun,5,Boş,,,,2
92,109,4,4.Kat,,0 (Yeni),Kombi Doğalgaz,2250000,giresun,5,Boş,,,,2
100,120,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1300000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
50,60,2,4.Kat,Eşyalı,3,Kombi Doğalgaz,1250000,giresun,7,Kiracı Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
105,110,3,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1250000,giresun,6,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1
135,140,4,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1625000,giresun,5,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1
140,160,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000,giresun,5,Boş,Bilinmiyor,Yok,,1
235,250,5,5.Kat,Boş,4,Kombi Doğalgaz,4250000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Var,,2
130,145,4,5.Kat,Boş,16-20,Kombi Doğalgaz,1600000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
110,115,3,4.Kat,Boş,16-20,Kombi Doğalgaz,1500000,giresun,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1
140,150,4,3.Kat,Boş,10-May,Kombi Doğalgaz,2100000,giresun,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
110,115,3,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1890000,giresun,6,Boş,Bilinmiyor,Var,,1
130,140,5,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2600000,giresun,7,Boş,Uygun,Yok,Kat İrtifakı,2
110,115,4,3.Kat,Boş,1,Kombi Doğalgaz,2100000,giresun,6,Boş,Uygun,Yok,Kat İrtifakı,2
98,100,4,Yüksek Giriş,Boş,10-May,Kombi Doğalgaz,1425000,giresun,5,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1
159,160,,,,21 Ve Üzeri,Kombi Doğalgaz,11985000,giresun,4,Boş,Bilinmiyor,Yok,,6
90,95,3,1.Kat,Boş,3,Kombi Doğalgaz,1875000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,2
100,110,3,4.Kat,,21 Ve Üzeri,Isıtma Yok,1050000,giresun,4,Boş,,,,1
110,135,4,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,10000000,giresun,3,Boş,,,,2
55,68,2,Bahçe Katı,Boş,0 (Yeni),Kombi Doğalgaz,1170000,giresun,3,Boş,,Var,Kat İrtifakı,1
120,145,4,1.Kat,,16-20,Merkezi Kömür,4000000,giresun,7,Mülk Sahibi Oturuyor,,,,1
145,160,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3600000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
50,65,2,2.Kat,Eşyalı,3,Kombi Doğalgaz,1700000,giresun,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1
150,160,4,,,21 Ve Üzeri,Kombi Doğalgaz,11985000,giresun,4,Mülk Sahibi Oturuyor,Uygun,Yok,,1
190,210,4,3.Kat,Boş,1,Kombi Doğalgaz,2950000,giresun,3,Boş,Bilinmiyor,Yok,,2
75,85,3,1.Kat,Boş,2,Kombi Doğalgaz,1500000,giresun,8,Kiracı Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
95,120,3,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1800000,giresun,8,Boş,Bilinmiyor,Yok,,2
130,145,4,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1950000,giresun,9,Boş,Bilinmiyor,Yok,,1
140,145,4,3.Kat,,15-Nov,Sobalı,1850000,giresun,5,Mülk Sahibi Oturuyor,,,,2
170,200,5,Kot 2 (-2).Kat,Boş,16-20,Kombi Doğalgaz,1300000,giresun,5,Boş,Bilinmiyor,Yok,,1
130,140,4,4.Kat,Boş,10-May,Kombi Doğalgaz,1800000,giresun,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
240,285,8,6.Kat,,1,Kombi Doğalgaz,3500000,giresun,6,Mülk Sahibi Oturuyor,,Yok,Kat İrtifakı,3
125,165,4,Bahçe Katı,,16-20,Kombi Doğalgaz,1600000,giresun,7,Boş,,Yok,Kat İrtifakı,1
140,160,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3150000,giresun,8,Boş,Uygun,Yok,Kat Mülkiyeti,2
80,85,3,3.Kat,Boş,4,Merkezi (Pay Ölçer),1750000,giresun,5,Boş,Uygun,Yok,Kat İrtifakı,1
48,55,2,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,950000,giresun,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
145,180,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3700000,giresun,9,Boş,,Var,Kat İrtifakı,2
130,145,4,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000,giresun,10,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
499,500,,,,16-20,Kombi Doğalgaz,17800000,giresun,3,Boş,Bilinmiyor,Var,,6
88,105,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000,giresun,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
115,130,3,Çatı Katı,,21 Ve Üzeri,Sobalı,1500000,giresun,5,Mülk Sahibi Oturuyor,,,,1
165,170,5,6.Kat,Boş,3,Kombi Doğalgaz,3500000,giresun,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
110,130,4,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1590000,giresun,6,Mülk Sahibi Oturuyor,,Yok,Kat Mülkiyeti,1
120,135,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000,giresun,7,Boş,Bilinmiyor,Var,Kat İrtifakı,2
110,130,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1600000,giresun,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
78,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2150000,giresun,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2
130,160,4,2.Kat,Boş,15-Nov,Kombi Doğalgaz,2400000,giresun,7,Boş,Bilinmiyor,Yok,,2
148,180,4,Bahçe Katı,Boş,10-May,Kombi Doğalgaz,3950000,giresun,5,Boş,Bilinmiyor,Yok,,2
145,150,4,4.Kat,Boş,4,Merkezi Kömür,2900000,giresun,10,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,2
330,390,9,,Boş,16-20,Yerden Isıtma,16000000,giresun,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,2
95,120,3,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1450000,giresun,8,Boş,Bilinmiyor,Yok,,2
130,140,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1800000,giresun,5,Boş,Bilinmiyor,Yok,,2
170,190,4,5.Kat,Boş,16-20,Sobalı,1100000,giresun,7,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
110,130,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1650000,giresun,11,Boş,Bilinmiyor,Yok,,2
125,140,4,Kot 1 (-1).Kat,Boş,2,Kombi Doğalgaz,2750000,giresun,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
120,145,4,1.Kat,,10-May,Merkezi Kömür,1800000,giresun,6,Mülk Sahibi Oturuyor,,,,1
135,150,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000,giresun,9,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
100,125,4,5.Kat,,15-Nov,Kombi Doğalgaz,1775000,giresun,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
200,220,5,5.Kat,Boş,2,Kombi Doğalgaz,3800000,giresun,14,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
140,145,5,,Boş,21 Ve Üzeri,Sobalı,4500000,giresun,2,Mülk Sahibi Oturuyor,Uygun,,Hisseli Tapu,1
1728,1800,4,,Boş,10-May,Sobalı,315000,giresun,1,Boş,Uygun,Var,Müstakil Tapulu,1
100,120,4,3.Kat,,0 (Yeni),Kombi Doğalgaz,2650000,giresun,5,Boş,,,,1
135,145,4,3.Kat,,0 (Yeni),Kombi Doğalgaz,2330000,giresun,5,Boş,,,,2
110,135,4,7.Kat,,10-May,Kombi Doğalgaz,3000000,giresun,8,Boş,,,,1
150,155,4,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1345000,giresun,4,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,1
100,110,3,6.Kat,Boş,16-20,Kombi Doğalgaz,1650000,giresun,7,Kiracı Oturuyor,Bilinmiyor,Yok,,1
